,date,Afghanistan_nan,Albania_nan,Algeria_nan,Andorra_nan,Angola_nan,Antigua and Barbuda_nan,Argentina_nan,Armenia_nan,Australia_Australian Capital Territory,Australia_New South Wales,Australia_Northern Territory,Australia_Queensland,Australia_South Australia,Australia_Tasmania,Australia_Victoria,Australia_Western Australia,Austria_nan,Azerbaijan_nan,Bahamas_nan,Bahrain_nan,Bangladesh_nan,Barbados_nan,Belarus_nan,Belgium_nan,Belize_nan,Benin_nan,Bhutan_nan,Bolivia_nan,Bosnia and Herzegovina_nan,Botswana_nan,Brazil_nan,Brunei_nan,Bulgaria_nan,Burkina Faso_nan,Burma_nan,Burundi_nan,Cabo Verde_nan,Cambodia_nan,Cameroon_nan,Canada_nan,Central African Republic_nan,Chad_nan,Chile_nan,China_Anhui,China_Beijing,China_Chongqing,China_Fujian,China_Gansu,China_Guangdong,China_Guangxi,China_Guizhou,China_Hainan,China_Hebei,China_Heilongjiang,China_Henan,China_Hong Kong,China_Hubei,China_Hunan,China_Inner Mongolia,China_Jiangsu,China_Jiangxi,China_Jilin,China_Liaoning,China_Macau,China_Ningxia,China_Qinghai,China_Shaanxi,China_Shandong,China_Shanghai,China_Shanxi,China_Sichuan,China_Tianjin,China_Tibet,China_Xinjiang,China_Yunnan,China_Zhejiang,Colombia_nan,Comoros_nan,Congo (Brazzaville)_nan,Congo (Kinshasa)_nan,Costa Rica_nan,Cote d'Ivoire_nan,Croatia_nan,Cuba_nan,Cyprus_nan,Czechia_nan,Denmark_Faroe Islands,Denmark_Greenland,Denmark_nan,Diamond Princess_nan,Djibouti_nan,Dominica_nan,Dominican Republic_nan,Ecuador_nan,Egypt_nan,El Salvador_nan,Equatorial Guinea_nan,Eritrea_nan,Estonia_nan,Eswatini_nan,Ethiopia_nan,Fiji_nan,Finland_nan,France_French Guiana,France_French Polynesia,France_Guadeloupe,France_Martinique,France_Mayotte,France_New Caledonia,France_Reunion,France_Saint Barthelemy,France_Saint Pierre and Miquelon,France_St Martin,France_Wallis and Futuna,France_nan,Gabon_nan,Gambia_nan,Georgia_nan,Germany_nan,Ghana_nan,Greece_nan,Grenada_nan,Guatemala_nan,Guinea-Bissau_nan,Guinea_nan,Guyana_nan,Haiti_nan,Holy See_nan,Honduras_nan,Hungary_nan,Iceland_nan,India_nan,Indonesia_nan,Iran_nan,Iraq_nan,Ireland_nan,Israel_nan,Italy_nan,Jamaica_nan,Japan_nan,Jordan_nan,Kazakhstan_nan,Kenya_nan,"Korea, South_nan",Kosovo_nan,Kuwait_nan,Kyrgyzstan_nan,Laos_nan,Latvia_nan,Lebanon_nan,Lesotho_nan,Liberia_nan,Libya_nan,Liechtenstein_nan,Lithuania_nan,Luxembourg_nan,MS Zaandam_nan,Madagascar_nan,Malawi_nan,Malaysia_nan,Maldives_nan,Mali_nan,Malta_nan,Marshall Islands_nan,Mauritania_nan,Mauritius_nan,Mexico_nan,Moldova_nan,Monaco_nan,Mongolia_nan,Montenegro_nan,Morocco_nan,Mozambique_nan,Namibia_nan,Nepal_nan,Netherlands_Aruba,"Netherlands_Bonaire, Sint Eustatius and Saba",Netherlands_Curacao,Netherlands_Sint Maarten,Netherlands_nan,New Zealand_nan,Nicaragua_nan,Niger_nan,Nigeria_nan,North Macedonia_nan,Norway_nan,Oman_nan,Pakistan_nan,Panama_nan,Papua New Guinea_nan,Paraguay_nan,Peru_nan,Philippines_nan,Poland_nan,Portugal_nan,Qatar_nan,Romania_nan,Russia_nan,Rwanda_nan,Saint Kitts and Nevis_nan,Saint Lucia_nan,Saint Vincent and the Grenadines_nan,Samoa_nan,San Marino_nan,Sao Tome and Principe_nan,Saudi Arabia_nan,Senegal_nan,Serbia_nan,Seychelles_nan,Sierra Leone_nan,Singapore_nan,Slovakia_nan,Slovenia_nan,Solomon Islands_nan,Somalia_nan,South Africa_nan,South Sudan_nan,Spain_nan,Sri Lanka_nan,Sudan_nan,Suriname_nan,Sweden_nan,Switzerland_nan,Syria_nan,Taiwan*_nan,Tajikistan_nan,Tanzania_nan,Thailand_nan,Timor-Leste_nan,Togo_nan,Trinidad and Tobago_nan,Tunisia_nan,Turkey_nan,Uganda_nan,Ukraine_nan,United Arab Emirates_nan,United Kingdom_Anguilla,United Kingdom_Bermuda,United Kingdom_British Virgin Islands,United Kingdom_Cayman Islands,United Kingdom_Channel Islands,United Kingdom_Falkland Islands (Malvinas),United Kingdom_Gibraltar,United Kingdom_Isle of Man,United Kingdom_Montserrat,United Kingdom_Turks and Caicos Islands,United Kingdom_nan,United States_nan,Uruguay_nan,Uzbekistan_nan,Vanuatu_nan,Venezuela_nan,Vietnam_nan,West Bank and Gaza_nan,Yemen_nan,Zambia_nan,Zimbabwe_nan
74,2020-11-26,36232,17352,51334,5649,7617,130,1226662,103055,112,3180,46,1178,533,217,19526,778,196342,68572,5789,84510,371453,246,108769,0,3021,2579,368,120720,48780,7717,5556887,145,44875,2567,64645,575,9956,298,22177,285672,1924,1496,521247,985,937,583,438,179,1943,258,145,165,366,936,1261,5300,63629,1016,296,672,934,155,286,46,75,18,455,841,1253,217,759,281,1,977,210,1283,1181753,585,4988,11495,83273,20852,92349,7497,2055,431874,498,18,59250,659,5576,63,113687,164009,102268,34595,5005,477,6497,5929,67001,33,16800,9995,4842,2242,98,2964,32,6660,94,12,598,0,136277,9016,3588,98781,685537,50127,23074,30,109306,2309,11922,4252,7925,15,47354,49616,5131,8718517,433649,633275,474376,23364,320663,661180,5721,116222,135650,145673,53526,27103,22690,134750,62946,23,1719,72152,1278,1340,51585,1010,12655,23404,0,16657,5450,49056,11717,3076,7165,1,7652,440,803581,90485,530,347,21721,289808,13520,13355,209435,4640,155,1078,928,0,1956,4225,1182,62585,36064,17998,113856,335881,140976,588,56510,887019,387266,494869,193944,135198,323514,1671349,5345,19,109,78,0,1231,928,345215,15558,0,159,1831,58104,56378,49654,5,3417,716444,2949,150376,15816,9964,5185,0,218900,3330,555,11437,183,3790,30,2345,5680,67453,388771,8840,331538,151870,3,206,70,249,960,13,903,338,12,700,0,4871203,4021,69670,0,96072,1166,61241,1379,16779,8397
75,2020-11-27,36295,17755,51946,5710,7697,130,1235257,105149,112,3181,46,1180,539,217,19526,784,203251,69931,5830,84653,373676,249,110152,0,3056,2579,372,121050,50001,7717,5581436,145,46740,2579,65972,575,10088,299,22177,291221,1924,1499,522259,986,937,583,440,179,1947,258,145,165,366,936,1261,5313,63630,1016,301,672,934,155,286,46,75,18,460,841,1257,217,759,283,1,977,210,1283,1189499,585,4988,11495,84991,20873,95698,7525,2057,425026,498,18,60312,659,5576,63,113817,164009,102390,35078,5005,477,6710,5959,67506,33,16800,9995,4842,2242,98,2964,32,6660,94,12,598,0,137956,9037,3590,102270,705213,50127,23074,30,109619,2309,11982,4272,7951,15,47576,52126,5144,8759969,437456,640065,476297,23364,321373,696647,5829,117709,140400,146406,54125,27349,23274,135303,62946,24,1719,74008,1278,1343,52299,1024,13514,24073,0,16657,5453,50204,11749,3091,7297,1,7665,443,808618,91797,532,347,22366,294036,13631,13388,209435,4648,155,1114,936,0,1956,4225,1192,62686,36825,17998,113856,337553,142046,588,56991,887019,387616,516636,199446,135370,326657,1697618,5397,19,109,79,0,1252,928,345622,15569,0,162,1833,58111,59285,51121,5,3417,722876,2954,150376,16226,9964,5187,0,222100,3389,555,11478,183,3798,30,2401,5710,68464,392616,8840,340794,152708,3,207,70,249,960,13,905,338,12,705,0,4947446,4107,69780,0,96402,1170,61960,1379,16845,8470
76,2020-11-28,36709,18152,52568,5710,7763,130,1242877,106479,112,3181,46,1181,540,217,19526,785,210697,71691,5830,84785,375885,249,111455,0,3072,2819,373,121280,51068,7717,5581436,145,47779,2579,67588,575,10161,301,22177,295475,1924,1504,523692,986,937,583,442,179,1947,258,145,165,366,936,1261,5328,63630,1016,302,672,934,155,286,46,75,18,463,841,1266,217,760,283,1,977,210,1283,1197204,586,4988,11495,84991,20912,98465,7554,2057,442327,498,18,61461,659,5577,63,114317,164009,102490,35078,5009,498,6974,5987,68250,33,16800,9995,4842,2242,98,2964,32,7172,94,12,598,0,138666,9037,3590,106328,718604,50298,23074,30,110209,2309,11982,4317,7951,15,47638,54021,5152,8802267,441983,648831,478537,23364,321801,720861,5953,120103,142710,146549,54399,27542,23754,135889,63407,24,1719,74950,1278,1343,52299,1024,14056,24073,0,16657,5453,51314,11781,3138,7418,1,7665,443,813254,93028,537,354,22796,298574,13677,13412,211186,4664,155,1123,947,0,1956,4225,1205,62819,37505,17998,113856,339810,142872,588,57496,888815,388062,538273,206275,135651,335764,1724416,5480,19,109,79,0,1285,930,346023,15582,0,162,1834,58119,62094,52814,5,3417,723347,2954,150376,16656,10175,5192,0,222100,3444,556,11518,183,3800,30,2435,5732,69226,396227,8944,350189,153449,3,211,70,252,975,13,920,338,12,706,0,5023063,4185,69980,0,96652,1179,62944,1379,16925,8472
77,2020-11-29,36716,18481,53204,5794,7763,130,1249843,107364,112,3181,46,1181,541,217,19526,788,216998,73676,5867,84977,378172,250,113375,0,3131,2819,377,121472,51479,7717,5581436,145,48594,2593,68910,575,10229,301,22177,299095,1924,1515,525213,986,938,583,443,179,1950,258,145,165,366,936,1261,5340,63633,1016,304,672,934,155,286,46,75,18,463,841,1272,217,760,285,1,977,210,1283,1204452,586,4988,11585,84991,20947,101838,7586,2057,444406,498,18,62514,659,5577,63,114818,169804,102596,35078,5009,498,7010,5996,69315,33,16800,9995,4842,2242,98,2964,32,7172,94,12,598,0,138956,9037,3591,110049,730797,50450,23074,30,110588,2309,11982,4346,7951,15,47680,55637,5168,8847600,445793,658292,480903,23364,322929,734503,6066,121735,148572,146955,54975,27653,24427,136413,64149,24,1719,76774,1278,1343,53266,1024,14120,24073,0,16657,5453,52647,11902,3178,7557,1,7717,443,818397,94586,537,354,23484,302314,13677,13439,212590,4679,157,1138,947,0,1959,4225,1207,63055,38400,17998,114963,341423,143616,588,57947,893061,398624,559429,209534,135862,348852,1746279,5480,19,109,79,0,1285,930,346409,15597,0,162,1836,58124,64197,53687,5,3417,730633,2954,150376,17002,10175,5192,0,222100,3500,565,11559,183,3803,30,2464,5745,69624,400242,8989,354556,154185,3,213,70,252,975,13,932,338,12,706,0,5065030,4267,70151,0,96652,1179,63834,1382,16983,8472
78,2020-11-30,36831,18849,53809,5873,7851,130,1257227,108442,112,3182,46,1184,547,217,19525,789,221692,74902,5889,85141,380711,250,114341,0,3151,2839,381,121702,52769,7912,5597802,145,50565,2593,70156,575,10329,304,22177,304595,1924,1525,526604,986,938,583,443,179,1950,259,145,165,366,936,1262,5344,63633,1016,305,672,934,155,286,46,75,18,468,841,1277,217,761,286,1,977,210,1283,1210489,586,4988,11585,87526,20964,105199,7631,2057,451607,498,18,63515,659,5584,63,115219,169804,102718,35078,5009,498,7078,6006,73808,33,16800,9995,4842,2242,98,2964,32,7172,105,12,641,0,139810,9066,3601,113986,749219,50547,23074,30,110944,2327,12045,4392,8023,15,48073,63860,5179,8889585,450518,668151,482674,23364,323681,757507,6219,127289,155026,147425,55344,27885,25001,137071,64711,26,1795,83034,1278,1343,53818,1088,14211,26086,0,16657,5455,54759,11939,3206,7665,1,7732,456,823586,95354,556,358,24131,305291,13729,13535,214521,4692,157,1151,947,0,1962,4225,1210,63282,38946,17998,115216,343286,144462,597,58453,893061,398658,577514,212942,136090,353188,1763493,5516,19,131,79,0,1299,933,346802,15607,0,162,1836,58134,66041,54138,5,3417,731242,2954,150376,17560,10302,5194,0,250200,3560,565,11599,183,3811,30,2478,5771,70851,404727,8989,360360,154899,3,214,70,252,1012,13,939,338,12,717,0,5146319,4357,70337,0,97326,1179,64987,1382,16998,8482
79,2020-12-01,36946,19384,54405,5940,7932,130,1263251,110365,112,3183,46,1186,548,217,19525,789,227497,76897,5934,85357,383224,255,115587,0,3151,2839,386,122495,53724,7912,5712305,145,53000,2644,71343,575,10366,304,22177,309557,1924,1532,528034,986,938,583,447,179,1952,259,145,165,366,936,1263,5361,63633,1016,305,672,934,155,286,46,75,18,468,841,1279,218,767,287,1,977,210,1283,1217647,586,4988,11663,87721,20981,108231,7658,2057,455177,500,18,64757,659,5587,63,115530,169804,102816,35839,5009,498,7536,6017,74917,33,16800,9995,4842,2242,98,2964,32,7172,105,14,641,0,141558,9066,3607,117560,769380,50547,23074,30,111574,2327,12045,4436,8023,15,48073,64802,5187,8932647,454879,677963,484570,23364,324396,784595,6364,125304,162959,148043,55610,28065,25586,137625,64711,26,1806,83034,1278,1343,54209,1110,15077,26156,0,16657,5465,56311,11968,3241,7748,1,7764,463,829817,95918,559,358,24637,310193,13778,13600,216594,4705,157,1191,964,0,1963,4225,1219,63430,40188,17998,115441,345365,145518,597,58949,893061,398782,597589,220877,136306,360934,1787962,5544,19,138,80,0,1334,934,347176,15627,0,162,1838,58139,68859,55476,5,3417,732531,2954,150376,17817,10369,5197,0,250200,3624,568,11640,183,3822,30,2515,5807,70851,409320,9044,370677,155667,3,214,71,254,1012,13,950,340,12,720,0,5226581,4483,70534,0,97562,1195,65938,1382,17059,8643
80,2020-12-02,37218,19912,54990,5988,8139,133,1268358,111795,112,3183,46,1187,549,217,19525,795,233657,79162,5934,85463,385786,255,117195,0,3151,2839,386,123673,54967,7912,5759294,145,55206,2667,72601,575,10422,304,22177,314529,1924,1539,529501,986,938,583,450,179,1953,260,145,165,366,936,1263,5394,63633,1016,306,672,934,155,286,46,75,18,469,841,1280,218,773,290,1,977,210,1283,1225635,586,4988,11694,88226,21010,110355,7714,2057,461599,500,18,66086,659,5587,63,115611,169804,102949,35839,5009,498,7608,6032,76067,33,18100,9995,4842,2242,98,2964,32,7172,105,14,641,0,143092,9089,3609,121621,789564,50547,23074,30,112181,2327,12154,4530,8091,15,48877,65888,5187,8973373,458880,688054,486313,23364,325255,823335,6500,127148,168429,148732,56464,28352,25586,138134,65189,26,1823,83034,1278,1343,54712,1149,15077,26497,0,16657,5471,56969,12001,3263,7887,1,7780,465,836567,96711,563,365,25409,314237,14014,13697,218161,4718,157,1218,973,0,1974,4225,1227,63839,40977,17998,115613,346951,146576,597,59465,896978,399005,622980,223446,136513,371231,1814442,5575,19,141,80,0,1340,934,347513,15657,0,162,1838,58144,71738,57447,5,3480,734305,2966,150376,18304,10493,5200,0,257600,3689,570,11677,183,3832,30,2543,5843,73607,414141,9044,384961,156380,3,215,71,256,1012,15,954,344,12,720,0,5322128,4584,70534,0,98030,1201,66989,1382,17086,8643
81,2020-12-03,37260,20484,55538,6066,8244,133,1274675,113228,112,3186,46,1190,551,217,19525,802,238127,81234,5934,85598,388379,257,118924,0,3571,2907,386,124015,56050,8978,5792539,145,57141,2679,73748,575,10454,304,22177,319250,1924,1539,530470,986,938,583,450,179,1953,260,145,165,366,936,1265,5423,63633,1016,306,672,934,155,287,46,75,18,471,841,1285,218,774,291,1,977,210,1288,1233115,590,4988,11753,91424,21022,113509,7770,2057,468302,500,18,67416,699,5591,63,115992,169804,103082,35839,5023,498,8182,6044,77385,33,18100,9995,4842,2242,98,2964,32,7172,105,14,641,0,144469,9089,3610,124568,811091,50547,23074,30,112719,2327,12204,4618,8114,15,48953,67033,5216,9016289,462553,699315,487863,23364,326706,846809,6614,129085,173369,149435,56464,28611,25586,138674,66113,26,1848,84142,1278,1358,55304,1169,26836,27356,7,16657,5472,57917,12154,3281,8015,4,7785,465,843231,97549,570,365,25866,318987,14030,13774,220272,4733,158,1245,993,0,1983,4225,1227,64291,41656,17998,115866,350305,148396,597,60086,899213,399325,646560,229018,136741,381001,1843526,5596,19,141,80,0,1356,937,347881,15697,0,162,1840,58145,74273,59469,5,3480,739367,2977,150376,19032,10672,5203,0,257600,3748,572,11718,183,3839,30,2567,5861,73607,418331,9110,400751,157035,3,216,71,257,1012,15,960,344,12,733,0,5404018,4707,70712,1,98521,1209,68250,1382,17102,8754
82,2020-12-04,37260,20974,56079,6130,8299,133,1281955,114990,113,3186,46,1191,551,217,19525,805,243775,83800,5976,85710,390951,257,120571,0,3725,2907,387,124390,57545,8978,5825745,146,59677,2687,74973,575,10496,305,23344,324802,1924,1555,531543,986,939,583,450,179,1956,260,145,165,366,936,1265,5465,63633,1016,306,674,934,155,287,46,75,18,474,841,1288,218,776,292,1,977,210,1288,1240990,590,4988,11753,95789,21054,117148,7858,2057,473994,500,18,68632,699,5592,72,116169,169804,103191,36286,5023,508,8549,6066,78619,33,18100,9995,4842,2242,98,2964,32,7729,105,14,641,0,145324,9106,3613,126904,831935,50924,93764,39,113273,2327,12270,4695,8124,15,48953,68525,5223,9058822,466178,708106,489772,23364,327162,872385,6730,131020,177195,150271,68110,28917,25586,139148,66113,26,1849,86019,1278,1358,56048,1183,27760,28029,7,16657,5472,59061,12199,3307,8120,4,7812,465,852719,98276,571,368,26414,323814,14160,13874,221847,4746,158,1292,1007,0,1994,4225,1237,64467,42241,17998,115866,352529,150051,597,60644,903958,399345,666413,234038,136872,390212,1872214,5672,19,141,80,0,1381,937,348238,15707,0,168,1842,58152,77142,60957,5,3480,740450,2977,150376,19438,10672,5205,0,260600,3811,572,11758,183,3848,30,2599,5884,75464,423142,9117,414347,157828,3,216,71,257,1012,15,969,344,12,738,0,5470389,4826,71002,1,98879,1220,70206,1382,17145,8802
83,2020-12-05,37393,21286,56617,6171,8335,133,1288785,116066,113,3186,46,1191,553,217,19525,808,249441,85980,5995,85876,393408,260,122339,0,3752,2907,387,124596,58034,8978,5864838,146,60673,2697,76382,575,10541,306,23344,329676,1924,1561,533250,986,939,583,452,179,1958,260,145,165,366,936,1266,5511,63633,1016,306,674,934,155,287,46,75,18,474,841,1291,218,777,292,1,977,210,1288,1249702,600,4988,11857,95789,21090,120857,7909,2057,476669,500,18,69869,699,5592,72,116329,169804,103324,36286,5023,508,8919,6078,79579,33,18100,9995,4842,2242,98,2964,32,7729,105,14,641,0,146330,9106,3615,129210,852580,50924,93764,39,113870,2327,12355,4733,8146,15,49096,70396,5253,9100792,470449,719708,491657,23364,327749,896308,6866,133287,182463,151134,68532,29128,27821,139610,66538,26,1866,86019,1278,1358,56048,1183,30277,28029,7,16927,5476,60204,12264,3334,8289,4,7835,465,859643,99606,572,384,26809,327693,14343,13908,224053,4763,158,1328,1017,0,1997,4225,1237,64650,42872,17998,115866,355012,151247,597,61283,903958,399582,687910,240203,137060,399207,1899474,5696,20,158,80,0,1412,937,348562,15731,0,168,1843,58158,79956,62600,5,3480,744298,2977,150376,20090,10942,5207,0,260600,3879,574,11796,183,3853,30,2599,5907,76441,427242,9117,429455,158498,3,216,71,257,1012,15,980,344,12,740,0,5576026,4946,71002,1,98879,1220,71236,1382,17168,8844
84,2020-12-06,37685,21617,57146,6238,8338,133,1294692,116796,113,3186,46,1191,556,217,19525,808,252765,88497,5995,86030,395960,260,124774,0,3849,2907,388,124799,58625,8978,5866657,147,62246,2711,77636,575,10596,306,23344,334375,1924,1564,534789,986,939,583,453,180,1960,260,145,165,367,936,1266,5567,63633,1016,308,674,934,155,287,46,75,18,478,841,1294,218,779,292,1,977,210,1288,1257410,600,4988,11947,95789,21109,124439,7963,2057,478094,501,18,70876,699,5593,72,116873,174188,103501,36525,5023,508,8959,6090,80831,33,18100,9995,4842,2242,98,2964,32,7729,105,14,641,0,146558,9106,3615,133511,868285,51063,93764,39,114315,2327,12355,4759,8146,15,49456,71682,5269,9139901,474771,730798,493567,23364,329368,913494,6998,135121,187444,151755,68929,29301,28504,140035,67400,26,1866,90229,1278,1358,56702,1183,30390,28029,7,16927,5476,61273,12321,3369,8396,4,7849,465,866186,101244,574,384,26999,331301,14416,13939,225805,4788,158,1337,1017,0,1998,4225,1237,64774,43646,17998,116354,356542,152890,597,61948,907654,408634,706720,243055,137276,405612,1920744,5696,20,158,80,0,1412,937,348879,15776,0,168,1846,58160,82666,63580,5,3480,744780,2977,150376,20460,11021,5210,0,260600,3943,574,11833,183,3868,30,2653,5937,76441,431253,9175,435575,159132,3,216,71,257,1088,15,990,344,12,740,0,5624444,5062,71315,1,99494,1220,72773,1382,17173,8880
85,2020-12-07,37879,22180,57648,6293,8353,134,1300696,117649,113,3186,46,1191,558,217,19525,810,256811,90278,6003,86215,398623,260,126084,0,3943,2922,390,124981,59488,9400,5897526,147,65616,2721,79240,630,10676,307,23344,344034,1924,1571,536267,986,939,583,453,180,1964,260,145,165,367,936,1266,5626,63635,1016,308,674,934,155,287,46,75,18,479,841,1299,218,781,292,1,977,210,1288,1267595,600,4988,12059,102855,21150,127882,7997,2057,478094,501,18,71882,699,5596,72,117402,174188,103703,36735,5036,517,9009,6094,82803,33,18100,9995,4842,2242,98,2964,32,7729,105,14,641,0,147257,9132,3615,137499,888701,51063,93764,41,114697,2337,12465,4779,8148,15,49456,74283,5272,9178946,479202,742955,495725,23364,330188,933132,7146,136747,192033,152379,69414,29650,29430,140341,67400,26,1866,90229,1278,1358,57380,1235,30449,29792,7,16927,5476,62306,12437,3377,8497,4,7849,478,873555,101938,577,384,27651,334269,14429,13949,227433,4801,158,1352,1030,0,2006,4225,1239,64947,44705,17998,116506,370474,154330,597,62603,907654,408702,722446,245843,137494,409121,1939393,5696,21,165,80,2,1438,940,349168,15806,0,168,1846,58168,84850,63999,5,3529,745750,2977,150376,20804,11184,5214,0,279900,4000,574,11881,183,3874,30,2677,5962,77798,436270,9374,440899,159711,3,222,71,262,1088,15,990,344,12,740,0,5714557,5240,71315,1,99982,1224,74053,1382,17211,8972
86,2020-12-08,37920,22527,58146,6367,8470,134,1305587,119147,114,3190,46,1191,558,217,19525,810,262314,93411,6003,86348,401194,263,127528,0,4012,2922,393,125230,60210,9400,5965492,147,69028,2742,80726,630,10712,307,23344,349629,1924,1573,537727,986,939,583,454,180,1966,261,145,165,367,936,1266,5696,63635,1016,308,675,934,155,287,46,75,18,480,841,1300,218,783,292,1,977,210,1288,1278326,605,4988,12059,105686,21161,130869,8047,2057,484781,502,18,73052,699,5597,72,117804,174188,103913,36951,5036,517,9446,6137,84948,35,18100,9995,4842,2242,98,2964,32,7729,127,14,675,0,148840,9132,3631,141392,909058,51319,93764,41,115406,2337,12465,4870,8148,15,49781,75281,5292,9215581,483497,754224,498064,23364,331055,958629,7292,138838,197058,153432,69839,30177,30157,140638,67873,28,1866,93100,1278,1358,57837,1235,32399,29792,7,16927,5482,64056,12487,3416,8641,4,7904,478,881050,102565,580,384,28052,337719,14437,14004,229054,4827,159,1386,1041,0,2008,4225,1239,65110,45621,17998,116720,372271,155870,601,63243,909389,408790,738845,252428,137708,416797,1963864,5715,21,169,80,2,1438,944,349414,15864,0,168,1847,58176,87433,65240,5,3529,753072,3003,150376,21258,11184,5217,0,279900,4059,582,11926,183,3880,30,2691,5996,80082,441515,9374,454226,160295,3,223,71,265,1088,15,1004,344,12,740,0,5786915,5415,71482,1,100476,1224,75257,1382,17268,9062
87,2020-12-09,38032,23072,58146,6452,8579,138,1311488,120532,114,3191,52,1196,558,217,19525,811,265815,96330,6032,86518,405966,264,129950,0,4075,2972,395,125490,61322,9400,5966118,147,72078,2742,81715,630,10760,307,23344,355401,1924,1581,539171,986,939,583,455,180,1968,261,145,165,367,936,1266,5783,63635,1016,309,675,934,155,287,46,75,18,480,841,1302,218,786,293,1,977,210,1290,1287597,605,4988,12208,107624,21176,133255,8137,2057,489759,503,18,74367,699,5599,72,118008,174188,104074,37172,5048,517,9860,6175,87244,35,18100,9995,4842,2242,98,2964,32,7729,127,14,675,0,150219,9155,3631,145287,929272,51424,93764,41,115931,2337,12548,4888,8170,15,50888,76270,5302,9253306,487445,765639,499846,23364,332089,997895,7390,140466,202058,154432,70194,30637,31041,140989,68894,28,1866,94042,1283,1358,58578,1270,33708,29792,7,16927,5487,65124,12591,3454,8720,4,7925,478,889168,103973,585,384,28461,341685,14684,14195,230537,4856,160,1488,1047,0,2008,4225,1241,65242,46352,17998,117034,374301,156870,601,63891,911113,408942,768241,254700,137881,425816,1989710,5715,23,169,80,2,1492,946,349624,15904,0,168,1847,58182,89769,67437,5,3529,754658,3003,150376,21800,11344,5217,0,283000,4114,585,11968,183,3888,30,2699,6036,81204,447361,9510,469200,161084,3,228,71,266,1088,17,1009,344,12,740,0,5889896,5564,71740,1,100952,1225,76893,1383,17295,9147
88,2020-12-10,38099,23609,59135,6505,8679,138,1318187,121882,114,3191,52,1197,558,217,19525,811,269665,99892,6032,86684,410452,269,132085,0,4141,2972,395,125716,62592,9940,6043219,147,75232,2792,82813,630,10836,307,23344,361020,1924,1587,540288,986,939,583,458,180,1969,261,145,165,367,936,1266,5900,63636,1016,311,675,934,155,287,46,75,18,480,841,1302,218,787,293,1,977,210,1290,1296420,605,4988,12208,109855,21203,136721,8212,2057,493946,503,18,75664,699,5605,76,118770,174188,104281,37172,5048,525,9945,6221,88975,35,20000,9995,4842,2242,98,2964,32,7729,127,14,675,0,151630,9155,3645,148332,949913,51518,93764,41,116442,2337,12598,4925,8170,15,50948,77362,5313,9290809,491975,778167,501967,23364,333391,1027994,7522,142850,206638,155338,71254,31157,31802,141259,68894,33,1866,95737,1283,1358,59222,1282,34975,30898,7,16927,5487,66236,12621,3502,8848,4,7957,478,896130,105238,591,384,29054,345934,14715,14218,231601,4865,160,1568,1058,0,2010,4225,1249,65474,47364,17998,117327,379092,157888,601,64527,912501,409058,792119,259548,138033,434679,2015137,5789,23,169,80,2,1524,946,349872,15950,0,168,1847,58188,91455,69170,5,3529,756671,3003,150376,22261,11673,5218,0,288400,4174,590,12009,183,3903,30,2714,6060,82193,452593,9605,483553,161741,3,229,72,267,1088,17,1015,344,12,740,0,5985047,5747,71740,1,101384,1225,78715,1383,17307,9253
89,2020-12-11,38141,24136,59590,6598,8798,138,1324792,123474,114,3191,52,1199,558,217,19525,815,273503,103550,6043,86867,414318,269,133930,0,4219,2972,396,125886,63733,9940,6078287,147,79522,2792,84338,640,10894,307,23851,367837,1924,1595,541345,986,939,583,458,180,1970,261,145,165,367,936,1266,5996,63636,1016,313,675,934,155,287,46,75,18,481,841,1306,218,790,294,1,977,210,1290,1304299,605,4988,12208,112622,21234,140898,8290,2057,497828,503,18,76927,699,5608,76,118877,174188,104499,37172,5048,525,10533,6279,91209,35,20000,9995,4842,2242,98,2964,32,8037,127,14,675,0,152555,9182,3645,150461,966238,51518,93764,41,117013,2337,12626,4944,8214,15,51244,78700,5323,9324328,496886,787853,503897,23364,333900,1052163,7667,144858,209746,156093,71579,31493,32498,141569,69794,33,1866,97647,1302,1358,59839,1296,36168,31678,7,16927,5490,67173,12640,3537,8935,4,7957,478,904042,106471,594,384,29462,349821,14793,14332,232872,4879,160,1638,1070,0,2010,4225,1269,65722,48170,17998,117327,381208,159070,601,65176,914600,409329,815356,263648,138194,443168,2041006,5826,23,186,81,2,1555,947,350108,16015,0,182,1850,58192,93533,70733,5,3529,758373,3003,150376,22831,11855,5220,0,291500,4243,595,12009,183,3915,30,2726,6103,83162,458109,9646,499182,162435,3,233,72,267,1088,17,1022,344,12,741,0,6135314,5941,72084,1,101823,1238,81166,1383,17329,9324
